"","Year","County.of.Study","County.of.Origin","value"
"2592","2001","Kildare","Clare",125
"2593","2002","Kildare","Clare",56
"2594","2003","Kildare","Clare",52
"2595","2004","Kildare","Clare",50
"2596","2005","Kildare","Clare",49
"2597","2006","Kildare","Clare",37
"2598","2007","Kildare","Clare",23
"2599","2008","Kildare","Clare",26
"2600","2009","Kildare","Clare",20
"2601","2010","Kildare","Clare",18
"2602","2011","Kildare","Clare",20
"2603","2012","Kildare","Clare",26
"2604","2013","Kildare","Clare",27
"2605","2000","Louth","Clare",5
"2606","2001","Louth","Clare",6
"2607","2002","Louth","Clare",4
"2608","2003","Louth","Clare",6
"2609","2004","Louth","Clare",5
"2610","2005","Louth","Clare",5
"2611","2006","Louth","Clare",4
"2612","2007","Louth","Clare",2
"2613","2008","Louth","Clare",2
"2614","2009","Louth","Clare",2
"2615","2010","Louth","Clare",2
"2616","2011","Louth","Clare",7
"2617","2012","Louth","Clare",8
"2618","2013","Louth","Clare",12
"2619","2000","Westmeath","Clare",54
"2620","2001","Westmeath","Clare",34
"2621","2002","Westmeath","Clare",42
"2622","2003","Westmeath","Clare",40
"2623","2004","Westmeath","Clare",48
"2624","2005","Westmeath","Clare",47
"2625","2006","Westmeath","Clare",44
"2626","2007","Westmeath","Clare",40
"2627","2008","Westmeath","Clare",29
"2628","2009","Westmeath","Clare",20
"2629","2010","Westmeath","Clare",26
"2630","2011","Westmeath","Clare",34
"2631","2012","Westmeath","Clare",44
"2632","2013","Westmeath","Clare",67
"2633","2000","Cork","Clare",304
"2634","2001","Cork","Clare",339
"2635","2002","Cork","Clare",376
"2636","2003","Cork","Clare",360
"2637","2004","Cork","Clare",361
"2638","2005","Cork","Clare",349
"2639","2006","Cork","Clare",317
"2640","2007","Cork","Clare",334
"2641","2008","Cork","Clare",394
"2642","2009","Cork","Clare",355
"2643","2010","Cork","Clare",415
"2644","2011","Cork","Clare",405
"2645","2012","Cork","Clare",393
"2646","2013","Cork","Clare",411
"2647","2000","Kerry","Clare",116
"2648","2001","Kerry","Clare",110
"2649","2002","Kerry","Clare",110
"2650","2003","Kerry","Clare",92
"2651","2004","Kerry","Clare",115
"2652","2005","Kerry","Clare",114
"2653","2006","Kerry","Clare",100
"2654","2007","Kerry","Clare",97
"2655","2008","Kerry","Clare",66
"2656","2009","Kerry","Clare",56
"2657","2010","Kerry","Clare",67
"2658","2011","Kerry","Clare",77
"2659","2012","Kerry","Clare",99
"2660","2013","Kerry","Clare",93
"2661","2000","Limerick","Clare",1456
"2662","2001","Limerick","Clare",1571
"2663","2002","Limerick","Clare",1648
"2664","2003","Limerick","Clare",1808
"2665","2004","Limerick","Clare",1939
"2666","2005","Limerick","Clare",1912
"2667","2006","Limerick","Clare",2061
"2668","2007","Limerick","Clare",1940
"2669","2008","Limerick","Clare",1895
"2670","2009","Limerick","Clare",2068
"2671","2010","Limerick","Clare",2258
"2672","2011","Limerick","Clare",2325
"2673","2012","Limerick","Clare",2374
"2674","2013","Limerick","Clare",2427
"2675","2000","Tipperary","Clare",0
"2676","2001","Tipperary","Clare",2
"2677","2002","Tipperary","Clare",6
"2678","2003","Tipperary","Clare",3
"2679","2004","Tipperary","Clare",3
"2680","2005","Tipperary","Clare",7
"2681","2006","Tipperary","Clare",4
"2682","2007","Tipperary","Clare",4
"2683","2008","Tipperary","Clare",6
"2684","2009","Tipperary","Clare",11
"2685","2010","Tipperary","Clare",12
"2686","2011","Tipperary","Clare",23
"2687","2012","Tipperary","Clare",0
"2688","2013","Tipperary","Clare",0
"2689","2000","Waterford","Clare",113
"2690","2001","Waterford","Clare",94
"2691","2002","Waterford","Clare",91
"2692","2003","Waterford","Clare",97
"2693","2004","Waterford","Clare",99
"2694","2005","Waterford","Clare",72
"2695","2006","Waterford","Clare",72
"2696","2007","Waterford","Clare",70
"2697","2008","Waterford","Clare",63
"2698","2009","Waterford","Clare",65
"2699","2010","Waterford","Clare",57
"2700","2011","Waterford","Clare",61
"2701","2012","Waterford","Clare",52
"2702","2013","Waterford","Clare",44
"2703","2000","Galway","Clare",722
"2704","2001","Galway","Clare",735
"2705","2002","Galway","Clare",818
"2706","2003","Galway","Clare",843
"2707","2004","Galway","Clare",917
"2708","2005","Galway","Clare",902
"2709","2006","Galway","Clare",964
"2710","2007","Galway","Clare",924
"2711","2008","Galway","Clare",887
"2712","2009","Galway","Clare",936
"2713","2010","Galway","Clare",971
"2714","2011","Galway","Clare",968
"2715","2012","Galway","Clare",987
"2716","2013","Galway","Clare",960
"2717","2000","Sligo","Clare",47
"2718","2001","Sligo","Clare",33
"2719","2002","Sligo","Clare",42
"2720","2003","Sligo","Clare",37
"2721","2004","Sligo","Clare",40
"2722","2005","Sligo","Clare",39
"2723","2006","Sligo","Clare",42
"2724","2007","Sligo","Clare",48
"2725","2008","Sligo","Clare",37
"2726","2009","Sligo","Clare",36
"2727","2010","Sligo","Clare",20
"2728","2011","Sligo","Clare",31
"2729","2012","Sligo","Clare",26
"2730","2013","Sligo","Clare",35
"2731","2000","Donegal","Clare",8
"2732","2001","Donegal","Clare",3
"2733","2002","Donegal","Clare",6
"2734","2003","Donegal","Clare",11
"2735","2004","Donegal","Clare",11
"2736","2005","Donegal","Clare",10
"2737","2006","Donegal","Clare",17
"2738","2007","Donegal","Clare",9
"2739","2008","Donegal","Clare",8
"2740","2009","Donegal","Clare",10
"2741","2010","Donegal","Clare",9
"2742","2011","Donegal","Clare",10
"2743","2012","Donegal","Clare",10
"2744","2013","Donegal","Clare",6
"2759","2000","Carlow","Cork",35
"2760","2001","Carlow","Cork",32
"2761","2002","Carlow","Cork",32
"2762","2003","Carlow","Cork",25
"2763","2004","Carlow","Cork",38
"2764","2005","Carlow","Cork",32
"2765","2006","Carlow","Cork",37
"2766","2007","Carlow","Cork",42
"2767","2008","Carlow","Cork",48
"2768","2009","Carlow","Cork",50
"2769","2010","Carlow","Cork",52
"2770","2011","Carlow","Cork",58
"2771","2012","Carlow","Cork",65
"2772","2013","Carlow","Cork",57
"2773","2000","Dublin","Cork",1094
"2774","2001","Dublin","Cork",1054
"2775","2002","Dublin","Cork",1008
"2776","2003","Dublin","Cork",1062
"2777","2004","Dublin","Cork",1049
"2778","2005","Dublin","Cork",1004
"2779","2006","Dublin","Cork",996
"2780","2007","Dublin","Cork",977
"2781","2008","Dublin","Cork",1035
"2782","2009","Dublin","Cork",1077
"2783","2010","Dublin","Cork",1155
"2784","2011","Dublin","Cork",1188
"2785","2012","Dublin","Cork",1287
"2786","2013","Dublin","Cork",1263
"2787","2000","Kildare","Cork",105
"2788","2001","Kildare","Cork",35
"2789","2002","Kildare","Cork",98
"2790","2003","Kildare","Cork",97
"2791","2004","Kildare","Cork",81
"2792","2005","Kildare","Cork",64
"2793","2006","Kildare","Cork",62
"2794","2007","Kildare","Cork",58
"2795","2008","Kildare","Cork",55
"2796","2009","Kildare","Cork",51
"2797","2010","Kildare","Cork",46
"2798","2011","Kildare","Cork",59
"2799","2012","Kildare","Cork",53
"2800","2013","Kildare","Cork",61
"2801","2000","Louth","Cork",20
"2802","2001","Louth","Cork",17
"2803","2002","Louth","Cork",23
"2804","2003","Louth","Cork",25
"2805","2004","Louth","Cork",16
"2806","2005","Louth","Cork",15
"2807","2006","Louth","Cork",14
"2808","2007","Louth","Cork",18
"2809","2008","Louth","Cork",21
"2810","2009","Louth","Cork",24
"2811","2010","Louth","Cork",22
"2812","2011","Louth","Cork",21
"2813","2012","Louth","Cork",17
"2814","2013","Louth","Cork",13
"2815","2000","Westmeath","Cork",31
"2816","2001","Westmeath","Cork",18
"2817","2002","Westmeath","Cork",30
"2818","2003","Westmeath","Cork",31
"2819","2004","Westmeath","Cork",29
"2820","2005","Westmeath","Cork",17
"2821","2006","Westmeath","Cork",20
"2822","2007","Westmeath","Cork",23
"2823","2008","Westmeath","Cork",23
"2824","2009","Westmeath","Cork",20
"2825","2010","Westmeath","Cork",16
"2826","2011","Westmeath","Cork",14
"2827","2012","Westmeath","Cork",14
"2828","2013","Westmeath","Cork",19
"2829","2000","Cork","Cork",10282
"2830","2001","Cork","Cork",10795
"2831","2002","Cork","Cork",11234
"2832","2003","Cork","Cork",11518
"2833","2004","Cork","Cork",11833
"2834","2005","Cork","Cork",12014
"2835","2006","Cork","Cork",12036
"2836","2007","Cork","Cork",12033
"2837","2008","Cork","Cork",12393
"2838","2009","Cork","Cork",12895
"2839","2010","Cork","Cork",13881
"2840","2011","Cork","Cork",14016
"2841","2012","Cork","Cork",14204
"2842","2013","Cork","Cork",14279
"2843","2000","Kerry","Cork",379
"2844","2001","Kerry","Cork",409
"2845","2002","Kerry","Cork",389
"2846","2003","Kerry","Cork",368
"2847","2004","Kerry","Cork",387
"2848","2005","Kerry","Cork",345
"2849","2006","Kerry","Cork",316
"2850","2007","Kerry","Cork",273
"2851","2008","Kerry","Cork",226
"2852","2009","Kerry","Cork",234
"2853","2010","Kerry","Cork",236
"2854","2011","Kerry","Cork",270
"2855","2012","Kerry","Cork",272
"2856","2013","Kerry","Cork",239
"2857","2000","Limerick","Cork",1508
"2858","2001","Limerick","Cork",1560
"2859","2002","Limerick","Cork",1653
"2860","2003","Limerick","Cork",1742
"2861","2004","Limerick","Cork",1796
"2862","2005","Limerick","Cork",1796
"2863","2006","Limerick","Cork",1824
"2864","2007","Limerick","Cork",1758
"2865","2008","Limerick","Cork",1786
"2866","2009","Limerick","Cork",1864
"2867","2010","Limerick","Cork",1851
"2868","2011","Limerick","Cork",1826
"2869","2012","Limerick","Cork",1868
"2870","2013","Limerick","Cork",1966
"2871","2000","Tipperary","Cork",3
"2872","2001","Tipperary","Cork",3
"2873","2002","Tipperary","Cork",9
"2874","2003","Tipperary","Cork",9
"2875","2004","Tipperary","Cork",12
"2876","2005","Tipperary","Cork",13
"2877","2006","Tipperary","Cork",11
"2878","2007","Tipperary","Cork",5
"2879","2008","Tipperary","Cork",8
"2880","2009","Tipperary","Cork",11
"2881","2010","Tipperary","Cork",18
"2882","2011","Tipperary","Cork",31
"2883","2012","Tipperary","Cork",0
"2884","2013","Tipperary","Cork",0
"2885","2000","Waterford","Cork",373
"2886","2001","Waterford","Cork",345
"2887","2002","Waterford","Cork",329
"2888","2003","Waterford","Cork",354
"2889","2004","Waterford","Cork",357
"2890","2005","Waterford","Cork",343
"2891","2006","Waterford","Cork",361
"2892","2007","Waterford","Cork",359
"2893","2008","Waterford","Cork",357
"2894","2009","Waterford","Cork",351
"2895","2010","Waterford","Cork",331
"2896","2011","Waterford","Cork",343
"2897","2012","Waterford","Cork",369
"2898","2013","Waterford","Cork",411
"2899","2000","Galway","Cork",324
"2900","2001","Galway","Cork",356
"2901","2002","Galway","Cork",321
"2902","2003","Galway","Cork",321
"2903","2004","Galway","Cork",322
"2904","2005","Galway","Cork",341
"2905","2006","Galway","Cork",323
"2906","2007","Galway","Cork",290
"2907","2008","Galway","Cork",267
"2908","2009","Galway","Cork",256
"2909","2010","Galway","Cork",300
"2910","2011","Galway","Cork",291
"2911","2012","Galway","Cork",299
"2912","2013","Galway","Cork",300
"2913","2000","Sligo","Cork",43
"2914","2001","Sligo","Cork",43
"2915","2002","Sligo","Cork",22
"2916","2003","Sligo","Cork",30
"2917","2004","Sligo","Cork",30
"2918","2005","Sligo","Cork",31
"2919","2006","Sligo","Cork",45
"2920","2007","Sligo","Cork",36
"2921","2008","Sligo","Cork",39
"2922","2009","Sligo","Cork",36
"2923","2010","Sligo","Cork",39
"2924","2011","Sligo","Cork",38
"2925","2012","Sligo","Cork",48
"2926","2013","Sligo","Cork",42
"2927","2000","Donegal","Cork",12
"2928","2001","Donegal","Cork",6
"2929","2002","Donegal","Cork",5
"2930","2003","Donegal","Cork",6
"2931","2004","Donegal","Cork",7
"2932","2005","Donegal","Cork",9
"2933","2006","Donegal","Cork",7
"2934","2007","Donegal","Cork",6
"2935","2008","Donegal","Cork",3
"2936","2009","Donegal","Cork",4
"2937","2010","Donegal","Cork",6
"2938","2011","Donegal","Cork",3
"2939","2012","Donegal","Cork",4
"2940","2013","Donegal","Cork",6
"2955","2000","Carlow","Kerry",18
"2956","2001","Carlow","Kerry",14
"2957","2002","Carlow","Kerry",11
"2958","2003","Carlow","Kerry",15
"2959","2004","Carlow","Kerry",9
"2960","2005","Carlow","Kerry",14
"2961","2006","Carlow","Kerry",15
"2962","2007","Carlow","Kerry",18
"2963","2008","Carlow","Kerry",14
"2964","2009","Carlow","Kerry",12
"2965","2010","Carlow","Kerry",10
"2966","2011","Carlow","Kerry",16
"2967","2012","Carlow","Kerry",25
"2968","2013","Carlow","Kerry",22
"2969","2000","Dublin","Kerry",660
"2970","2001","Dublin","Kerry",582
"2971","2002","Dublin","Kerry",554
"2972","2003","Dublin","Kerry",559
"2973","2004","Dublin","Kerry",575
"2974","2005","Dublin","Kerry",539
"2975","2006","Dublin","Kerry",521
"2976","2007","Dublin","Kerry",468
"2977","2008","Dublin","Kerry",464
"2978","2009","Dublin","Kerry",482
"2979","2010","Dublin","Kerry",494
"2980","2011","Dublin","Kerry",506
"2981","2012","Dublin","Kerry",526
"2982","2013","Dublin","Kerry",531
"2983","2000","Kildare","Kerry",76
"2984","2001","Kildare","Kerry",73
"2985","2002","Kildare","Kerry",82
"2986","2003","Kildare","Kerry",78
"2987","2004","Kildare","Kerry",66
"2988","2005","Kildare","Kerry",54
"2989","2006","Kildare","Kerry",49
"2990","2007","Kildare","Kerry",47
"2991","2008","Kildare","Kerry",41
"2992","2009","Kildare","Kerry",39
"2993","2010","Kildare","Kerry",31
"2994","2011","Kildare","Kerry",25
"2995","2012","Kildare","Kerry",42
"2996","2013","Kildare","Kerry",45
"2997","2000","Louth","Kerry",9
"2998","2001","Louth","Kerry",5
"2999","2002","Louth","Kerry",4
"3000","2003","Louth","Kerry",3
"3001","2004","Louth","Kerry",9
"3002","2005","Louth","Kerry",5
"3003","2006","Louth","Kerry",6
"3004","2007","Louth","Kerry",8
"3005","2008","Louth","Kerry",8
"3006","2009","Louth","Kerry",7
"3007","2010","Louth","Kerry",9
"3008","2011","Louth","Kerry",15
"3009","2012","Louth","Kerry",13
"3010","2013","Louth","Kerry",13
"3011","2000","Westmeath","Kerry",21
"3012","2001","Westmeath","Kerry",15
"3013","2002","Westmeath","Kerry",14
"3014","2003","Westmeath","Kerry",13
"3015","2004","Westmeath","Kerry",18
"3016","2005","Westmeath","Kerry",13
"3017","2006","Westmeath","Kerry",14
"3018","2007","Westmeath","Kerry",13
"3019","2008","Westmeath","Kerry",11
"3020","2009","Westmeath","Kerry",11
"3021","2010","Westmeath","Kerry",13
"3022","2011","Westmeath","Kerry",8
"3023","2012","Westmeath","Kerry",11
"3024","2013","Westmeath","Kerry",17
"3025","2000","Cork","Kerry",1320
"3026","2001","Cork","Kerry",1442
"3027","2002","Cork","Kerry",1576
"3028","2003","Cork","Kerry",1648
"3029","2004","Cork","Kerry",1623
"3030","2005","Cork","Kerry",1686
"3031","2006","Cork","Kerry",1751
"3032","2007","Cork","Kerry",1731
"3033","2008","Cork","Kerry",1879
"3034","2009","Cork","Kerry",1983
"3035","2010","Cork","Kerry",2092
"3036","2011","Cork","Kerry",2046
"3037","2012","Cork","Kerry",1987
"3038","2013","Cork","Kerry",1881
"3039","2000","Kerry","Kerry",1102
"3040","2001","Kerry","Kerry",1190
"3041","2002","Kerry","Kerry",1244
"3042","2003","Kerry","Kerry",1298
"3043","2004","Kerry","Kerry",1369
"3044","2005","Kerry","Kerry",1428
"3045","2006","Kerry","Kerry",1377
"3046","2007","Kerry","Kerry",1412
"3047","2008","Kerry","Kerry",1258
"3048","2009","Kerry","Kerry",1359
"3049","2010","Kerry","Kerry",1544
"3050","2011","Kerry","Kerry",1564
"3051","2012","Kerry","Kerry",1554
"3052","2013","Kerry","Kerry",1562
"3053","2000","Limerick","Kerry",1022
"3054","2001","Limerick","Kerry",1058
"3055","2002","Limerick","Kerry",1138
"3056","2003","Limerick","Kerry",1127
"3057","2004","Limerick","Kerry",1200
"3058","2005","Limerick","Kerry",1149
"3059","2006","Limerick","Kerry",1222
"3060","2007","Limerick","Kerry",1196
"3061","2008","Limerick","Kerry",1157
"3062","2009","Limerick","Kerry",1175
"3063","2010","Limerick","Kerry",1180
"3064","2011","Limerick","Kerry",1207
"3065","2012","Limerick","Kerry",1144
"3066","2013","Limerick","Kerry",1156
"3067","2000","Tipperary","Kerry",2
"3068","2001","Tipperary","Kerry",0
"3069","2002","Tipperary","Kerry",2
"3070","2003","Tipperary","Kerry",2
"3071","2004","Tipperary","Kerry",4
"3072","2005","Tipperary","Kerry",3
"3073","2006","Tipperary","Kerry",3
"3074","2007","Tipperary","Kerry",5
"3075","2008","Tipperary","Kerry",6
"3076","2009","Tipperary","Kerry",7
"3077","2010","Tipperary","Kerry",9
"3078","2011","Tipperary","Kerry",9
"3079","2012","Tipperary","Kerry",0
"3080","2013","Tipperary","Kerry",0
"3081","2000","Waterford","Kerry",91
"3082","2001","Waterford","Kerry",114
"3083","2002","Waterford","Kerry",93
"3084","2003","Waterford","Kerry",92
"3085","2004","Waterford","Kerry",88
"3086","2005","Waterford","Kerry",76
"3087","2006","Waterford","Kerry",81
"3088","2007","Waterford","Kerry",70
"3089","2008","Waterford","Kerry",69
"3090","2009","Waterford","Kerry",56
"3091","2010","Waterford","Kerry",51
"3092","2011","Waterford","Kerry",44
"3093","2012","Waterford","Kerry",53
"3094","2013","Waterford","Kerry",54
"3095","2000","Galway","Kerry",318
"3096","2001","Galway","Kerry",283
"3097","2002","Galway","Kerry",301
"3098","2003","Galway","Kerry",302
"3099","2004","Galway","Kerry",316
"3100","2005","Galway","Kerry",307
"3101","2006","Galway","Kerry",297
"3102","2007","Galway","Kerry",281
"3103","2008","Galway","Kerry",227
"3104","2009","Galway","Kerry",231
"3105","2010","Galway","Kerry",263
"3106","2011","Galway","Kerry",274
"3107","2012","Galway","Kerry",274
"3108","2013","Galway","Kerry",269
"3109","2000","Sligo","Kerry",25
"3110","2001","Sligo","Kerry",20
"3111","2002","Sligo","Kerry",17
"3112","2003","Sligo","Kerry",21
"3113","2004","Sligo","Kerry",18
"3114","2005","Sligo","Kerry",15
"3115","2006","Sligo","Kerry",16
"3116","2007","Sligo","Kerry",15
"3117","2008","Sligo","Kerry",21
"3118","2009","Sligo","Kerry",19
"3119","2010","Sligo","Kerry",13
"3120","2011","Sligo","Kerry",24
"3121","2012","Sligo","Kerry",15
"3122","2013","Sligo","Kerry",20
"3123","2000","Donegal","Kerry",5
"3124","2001","Donegal","Kerry",4
"3125","2002","Donegal","Kerry",5
"3126","2003","Donegal","Kerry",4
"3127","2004","Donegal","Kerry",2
"3128","2005","Donegal","Kerry",5
"3129","2006","Donegal","Kerry",6
"3130","2007","Donegal","Kerry",5
"3131","2008","Donegal","Kerry",2
"3132","2009","Donegal","Kerry",5
"3133","2010","Donegal","Kerry",4
"3134","2011","Donegal","Kerry",4
"3135","2012","Donegal","Kerry",6
"3136","2013","Donegal","Kerry",5
"3151","2000","Carlow","Limerick",25
"3152","2001","Carlow","Limerick",24
"3153","2002","Carlow","Limerick",17
"3154","2003","Carlow","Limerick",14
"3155","2004","Carlow","Limerick",19
"3156","2005","Carlow","Limerick",17
"3157","2006","Carlow","Limerick",19
"3158","2007","Carlow","Limerick",26
"3159","2008","Carlow","Limerick",14
"3160","2009","Carlow","Limerick",10
"3161","2010","Carlow","Limerick",15
"3162","2011","Carlow","Limerick",14
"3163","2012","Carlow","Limerick",15
